Residencia,Sexo,Edad,Educacion,ing_fam,Transporte,Eficiencia,Seguridad,Ocupacion
pequeño,mujer,adulto_mayor,preparatoria,bajo ingreso,Automovil,eficiente,seguro,jefe
pequeño,mujer,adulto_mayor,primaria,bajo ingreso,Camión,eficiente,inseguro,servidor
grande,hombre,adulto_mayor,preparatoria,bajo ingreso,Colectivo (Combi),eficiente,inseguro,empleado
grande,mujer,adulto_mayor,primaria,bajo ingreso,Camión,eficiente,seguro,comerciante
grande,mujer,adulto_mayor,secundaria,alto ingreso,Camión,eficiente,inseguro,empleado
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Camión,eficiente,seguro,servidor
pequeño,mujer,adulto_mayor,primaria,bajo ingreso,Taxi,eficiente,seguro,servidor
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,Taxi,eficiente,seguro,servidor
pequeño,mujer,adulto_mayor,primaria,alto ingreso,Colectivo (Combi),eficiente,seguro,jefe
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,Automovil,eficiente,inseguro,jefe
pequeño,mujer,adulto_mayor,preparatoria,alto ingreso,Automovil,eficiente,seguro,servidor
pequeño,mujer,adulto_mayor,primaria,alto ingreso,Camión,eficiente,inseguro,jefe
pequeño,hombre,adulto_mayor,secundaria,bajo ingreso,Camión,eficiente,inseguro,comerciante
pequeño,mujer,adulto_joven,primaria,bajo ingreso,Camión,eficiente,inseguro,comerciante
pequeño,mujer,adulto_mayor,primaria,bajo ingreso,Camión,eficiente,inseguro,comerciante
grande,mujer,adulto_mayor,primaria,bajo ingreso,Tren urbano (Metro),eficiente,seguro,jefe
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Camión,eficiente,seguro,jefe
grande,mujer,adulto_mayor,primaria,bajo ingreso,Taxi,eficiente,seguro,comerciante
grande,mujer,adulto_mayor,preparatoria,bajo ingreso,Automovil,eficiente,seguro,comerciante
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Camión,eficiente,inseguro,jefe
grande,,adulto_mayor,secundaria,bajo ingreso,Automovil,eficiente,seguro,comerciante
grande,mujer,adulto_mayor,primaria,bajo ingreso,Camión,eficiente,inseguro,servidor
grande,mujer,adulto_mayor,preparatoria,bajo ingreso,Transporte eléctrico,eficiente,seguro,jefe
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Tren urbano (Metro),eficiente,seguro,comerciante
grande,hombre,adulto_mayor,secundaria,bajo ingreso,Colectivo (Combi),eficiente,seguro,comerciante
grande,hombre,adulto_mayor,preparatoria,alto ingreso,Colectivo (Combi),eficiente,inseguro,servidor
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Colectivo (Combi),eficiente,seguro,jefe
grande,mujer,adulto_mayor,primaria,bajo ingreso,Taxi,eficiente,seguro,servidor
grande,hombre,adulto_mayor,secundaria,bajo ingreso,Taxi,eficiente,seguro,comerciante
grande,mujer,adulto_mayor,preparatoria,bajo ingreso,Tren urbano (Metro),eficiente,seguro,comerciante
grande,mujer,adulto_joven,preparatoria,alto ingreso,Taxi,eficiente,inseguro,servidor
grande,mujer,adulto_joven,preparatoria,bajo ingreso,Taxi,eficiente,seguro,servidor
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Automovil,eficiente,inseguro,comerciante
grande,mujer,adulto_mayor,primaria,bajo ingreso,Automovil,eficiente,seguro,comerciante
grande,mujer,adulto_joven,secundaria,bajo ingreso,Camión,eficiente,inseguro,servidor
grande,mujer,adulto_mayor,preparatoria,alto ingreso,Colectivo (Combi),eficiente,inseguro,empleado
grande,mujer,adulto_mayor,primaria,bajo ingreso,Taxi,eficiente,seguro,empleado
grande,mujer,adulto_mayor,primaria,bajo ingreso,Camión,eficiente,seguro,comerciante
grande,,adulto_mayor,secundaria,bajo ingreso,Taxi,eficiente,seguro,comerciante
grande,mujer,adulto_joven,secundaria,bajo ingreso,Colectivo (Combi),eficiente,inseguro,servidor
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Automovil,eficiente,seguro,empleado
grande,,adulto_mayor,secundaria,bajo ingreso,Bicicleta,eficiente,seguro,servidor
grande,mujer,adulto_joven,primaria,alto ingreso,Motocicleta,eficiente,inseguro,servidor
grande,mujer,adulto_mayor,primaria,alto ingreso,Camión,eficiente,seguro,empleado
grande,mujer,adulto_mayor,primaria,bajo ingreso,Automovil,eficiente,seguro,empleado
pequeño,mujer,adulto_mayor,primaria,bajo ingreso,Autobús foráneo,eficiente,seguro,comerciante
pequeño,mujer,adulto_mayor,primaria,bajo ingreso,Colectivo (Combi),eficiente,seguro,empleado
pequeño,mujer,adulto_mayor,ninguno,bajo ingreso,Colectivo (Combi),eficiente,seguro,comerciante
pequeño,mujer,adulto_mayor,ninguno,alto ingreso,Colectivo (Combi),eficiente,seguro,comerciante
pequeño,mujer,adulto_mayor,primaria,bajo ingreso,Autobús foráneo,eficiente,seguro,comerciante
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,Automovil,eficiente,seguro,comerciante
pequeño,,adulto_mayor,secundaria,bajo ingreso,Colectivo (Combi),eficiente,seguro,servidor
pequeño,mujer,adulto_mayor,primaria,bajo ingreso,Colectivo (Combi),eficiente,seguro,vendedor_ambulante
pequeño,mujer,adulto_mayor,secundaria,alto ingreso,Colectivo (Combi),eficiente,seguro,servidor
pequeño,mujer,adulto_mayor,profesional,bajo ingreso,Colectivo (Combi),eficiente,seguro,empleado
pequeño,mujer,adulto_mayor,primaria,alto ingreso,Camión,eficiente,seguro,vendedor_ambulante
pequeño,mujer,adulto_mayor,primaria,bajo ingreso,Colectivo (Combi),eficiente,seguro,empleado
pequeño,hombre,adulto_mayor,primaria,bajo ingreso,Camión,eficiente,seguro,empleado
pequeño,mujer,adulto_mayor,primaria,bajo ingreso,Camión,eficiente,seguro,servidor
pequeño,mujer,adulto_mayor,primaria,alto ingreso,Camión,eficiente,seguro,empleado
grande,mujer,adulto_mayor,secundaria,alto ingreso,Taxi,eficiente,seguro,jefe
grande,mujer,adulto_mayor,primaria,bajo ingreso,Colectivo (Combi),eficiente,inseguro,comerciante
grande,mujer,adulto_mayor,primaria,alto ingreso,Tren urbano (Metro),eficiente,seguro,servidor
grande,mujer,adulto_mayor,primaria,alto ingreso,Tren urbano (Metro),eficiente,seguro,comerciante
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,Colectivo (Combi),eficiente,inseguro,comerciante
pequeño,mujer,adulto_mayor,primaria,alto ingreso,Mototaxi,eficiente,inseguro,empleado
pequeño,,adulto_mayor,secundaria,bajo ingreso,Taxi,eficiente,seguro,comerciante
pequeño,mujer,adulto_mayor,primaria,bajo ingreso,Colectivo (Combi),eficiente,inseguro,comerciante
pequeño,mujer,adulto_joven,secundaria,bajo ingreso,Camión,eficiente,inseguro,vendedor_ambulante
pequeño,hombre,adulto_mayor,secundaria,alto ingreso,Taxi,eficiente,seguro,comerciante
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,Colectivo (Combi),eficiente,seguro,empleado
pequeño,mujer,adulto_mayor,primaria,bajo ingreso,Colectivo (Combi),eficiente,seguro,empleado
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,Automovil,eficiente,seguro,comerciante
grande,mujer,adulto_mayor,preparatoria,bajo ingreso,Colectivo (Combi),eficiente,inseguro,servidor
grande,mujer,adulto_mayor,primaria,bajo ingreso,Colectivo (Combi),eficiente,inseguro,comerciante
grande,,adulto_joven,secundaria,bajo ingreso,Colectivo (Combi),eficiente,inseguro,jefe
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,Taxi,eficiente,seguro,empleado
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,Taxi,eficiente,inseguro,jefe
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,Taxi,eficiente,inseguro,servidor
pequeño,mujer,adulto_mayor,secundaria,alto ingreso,Taxi,eficiente,seguro,servidor
pequeño,mujer,adulto_mayor,primaria,alto ingreso,Taxi,eficiente,inseguro,empleado
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,Camión,eficiente,inseguro,servidor
pequeño,mujer,adulto_mayor,secundaria,alto ingreso,Automovil,eficiente,inseguro,servidor
pequeño,mujer,adulto_mayor,secundaria,alto ingreso,Taxi,eficiente,seguro,empleado
grande,mujer,adulto_mayor,preparatoria,bajo ingreso,Colectivo (Combi),eficiente,inseguro,empleado
grande,mujer,adulto_mayor,secundaria,alto ingreso,Taxi,eficiente,seguro,comerciante
grande,mujer,adulto_mayor,primaria,alto ingreso,Taxi,eficiente,seguro,jefe
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Taxi,eficiente,seguro,comerciante
grande,hombre,adulto_mayor,preparatoria,alto ingreso,Taxi,eficiente,seguro,comerciante
grande,mujer,adulto_mayor,profesional,alto ingreso,Taxi,eficiente,seguro,jefe
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,Camión,eficiente,seguro,servidor
grande,mujer,adulto_mayor,secundaria,alto ingreso,Tren urbano (Metro),eficiente,inseguro,empleado
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Camión,eficiente,seguro,empleado
grande,,adulto_mayor,secundaria,bajo ingreso,Automovil,eficiente,seguro,empleado
grande,mujer,adulto_joven,secundaria,alto ingreso,Camión,eficiente,seguro,empleado
grande,mujer,adulto_joven,secundaria,alto ingreso,Automovil,eficiente,seguro,jefe
grande,,adulto_joven,secundaria,bajo ingreso,Camión,eficiente,seguro,empleado
grande,mujer,adulto_mayor,profesional,alto ingreso,Automovil,eficiente,inseguro,jefe
pequeño,mujer,adulto_mayor,primaria,bajo ingreso,Camión,eficiente,seguro,comerciante
pequeño,mujer,adulto_joven,profesional,bajo ingreso,Colectivo (Combi),eficiente,seguro,empleado
pequeño,,adulto_mayor,secundaria,bajo ingreso,Colectivo (Combi),eficiente,seguro,comerciante
pequeño,mujer,adulto_mayor,preparatoria,bajo ingreso,Camión,eficiente,inseguro,empleado
pequeño,mujer,adulto_mayor,profesional,bajo ingreso,Automovil,eficiente,inseguro,comerciante
pequeño,mujer,adulto_mayor,ninguno,bajo ingreso,Automovil,eficiente,inseguro,comerciante
pequeño,mujer,adulto_mayor,secundaria,alto ingreso,Camión,eficiente,seguro,servidor
grande,mujer,adulto_mayor,preparatoria,alto ingreso,Camión,eficiente,inseguro,jefe
grande,,adulto_mayor,secundaria,alto ingreso,Colectivo (Combi),eficiente,seguro,comerciante
grande,mujer,adulto_joven,secundaria,bajo ingreso,Automovil,eficiente,inseguro,empleado
grande,mujer,adulto_joven,secundaria,bajo ingreso,BRT,eficiente,inseguro,servidor
grande,mujer,adulto_joven,preparatoria,bajo ingreso,Camión,eficiente,seguro,empleado
grande,mujer,adulto_mayor,preparatoria,alto ingreso,Camión,eficiente,inseguro,empleado
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Bicicleta,eficiente,seguro,comerciante
grande,mujer,adulto_mayor,ninguno,bajo ingreso,Camión,eficiente,seguro,comerciante
pequeño,mujer,adulto_mayor,ninguno,bajo ingreso,Motocicleta,eficiente,inseguro,jefe
pequeño,mujer,adulto_mayor,primaria,bajo ingreso,Motocicleta,eficiente,seguro,empleado
pequeño,,adulto_mayor,secundaria,bajo ingreso,Bicicleta,eficiente,seguro,comerciante
pequeño,mujer,adulto_mayor,secundaria,alto ingreso,Automovil,eficiente,seguro,comerciante
pequeño,hombre,adulto_mayor,primaria,alto ingreso,Automovil,eficiente,seguro,comerciante
pequeño,,adulto_mayor,secundaria,bajo ingreso,Automovil,eficiente,seguro,servidor
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,Automovil,eficiente,seguro,vendedor_ambulante
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,Automovil,eficiente,inseguro,vendedor_ambulante
